"trans.ID","time","line","key","p_utts","p_form","p_lrb","p_obj","p_gloss","p_orient","p_mspd","c_utts","c_form","c_lrb","c_obj","c_gloss","c_orient","c_mspd","context","Parent.DXT","Child.DXT","participant_id","session","C_wpu","c_pret"
NA,NA,1562,"*","oh honey, don't put those in your mouth, please.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1563,"*",NA,NA,NA,NA,NA,NA,NA,"yours cookie, Mom.","hold","r","tea cup","take tea cup",NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1564,"*",NA,NA,NA,NA,NA,NA,NA,"I put some tea in there.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,6,0
NA,NA,1565,"*",NA,NA,NA,NA,NA,NA,NA,"look.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1566,"*",NA,NA,NA,NA,NA,NA,NA,"there's tea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1567,"*",NA,NA,NA,NA,NA,NA,NA,"Olivia, look.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,"1904-01-01 00:36:58.719",1568,"*",NA,NA,NA,NA,NA,NA,NA,"want this tea?","hold","r","tea pot","tea pot",NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1569,"*",NA,NA,NA,NA,NA,NA,NA,"want this tea?","hold","r","tea pot","tea pot",NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1570,NA,NA,NA,NA,NA,NA,NA,NA,"want this tea?",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1571,NA,"no thank you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1572,"*","don't put them in your mouth honey.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1573,"*","you can have them but don't put them in your mouth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:37:15.069",1574,NA,NA,NA,NA,NA,NA,NA,NA,"uhoh.","hold","r","cookie","take cookie",NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1575,"*","if you put them in your mouth again, I'll take them away.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1576,"*","don't bang them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1577,"*","they might break.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1578,"*","don't bang them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1579,"*","oh, too bad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1580,NA,"bye+bye salt and pepper shakers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1581,NA,NA,NA,NA,NA,NA,NA,NA,"we ###",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1582,"*","I know you like to put those in your mouth for some reason, don't you?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1583,"*","maybe they're loaded with lead.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1584,NA,NA,NA,NA,NA,NA,NA,NA,"it's --",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1585,"*","I don't know what it is about them but you like to put them in your mouth, don't you?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:37:56.911",1586,"*","mmhm, I know.","nod","h",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1587,"*","but it's not good for you to put them in your mouth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1588,NA,NA,NA,NA,NA,NA,NA,NA,"uhoh it broke.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1589,NA,"uhoh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:38:05.352",1590,"*",NA,NA,NA,NA,NA,NA,NA,"your --","hold","r","tea cup","tea cup",NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1591,NA,NA,NA,NA,NA,NA,NA,NA,"ah.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1592,"*","you want to sit on your seat and have your tea?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1593,"*","there you go.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1594,NA,NA,NA,NA,NA,NA,NA,NA,"I want --",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1595,"*","here's Olivia-'s tea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1596,"*","would you like some more?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1597,"*","here you go, Olivia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1598,NA,"Laura, are you ready for another cup of tea?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:38:24.405",1599,NA,NA,NA,NA,NA,NA,NA,NA,"no, that tea.","<back off> - point","r - r","- tea","don't move - tea",NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,"this tea.","point  + nod","r +h","tea cup +","tea cup + yes",NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1601,NA,"oh ok.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1602,NA,"may I pour it for you?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1603,NA,NA,NA,NA,NA,NA,NA,NA,"I like --","point","r","tea pot","tea pot",NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1604,NA,NA,NA,NA,NA,NA,NA,NA,"yeah -- no.","shake","h",NA,"no",NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1605,NA,NA,NA,NA,NA,NA,NA,NA,"I pour it for myself.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,5,0
NA,NA,1606,NA,"ok.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:38:35.482",1607,NA,NA,NA,NA,NA,NA,NA,NA,"you not pour your own.","shake","h",NA,"no",NA,NA,NA,NA,NA,117,8,5,0
NA,NA,1608,NA,"oh thank you for thinking of me.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1609,"*","honey, don't chew on them.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1610,"*","nope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1611,"*","don't put them in your mouth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1612,"*","just pretend.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1613,"*","like this.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1614,"*","pretend.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1615,"*","very nice pretending.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:38:55.836",1616,"*","would you like to eat your cookie?","hold","r","cookie","take cookie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1617,"*","very nice Olivia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1618,"*","are you sharpening your teeth on that?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1619,"*","is that right?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1620,"*","sugar, sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1621,"*","sugar in there.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1622,"*","sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1623,"*","here.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1624,"*","thank you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1625,"*","all gone?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1626,"*","is it all gone?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1627,"*","is it empty?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1628,"*","are we going to have to refill it?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1629,NA,NA,NA,NA,NA,NA,NA,NA,"let me fill it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1630,NA,NA,NA,NA,NA,NA,NA,NA,"let me fill it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1631,NA,"you want to fill it?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:39:28.235",1632,NA,"here you go.","hold","r","tea pot","take tea pot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1633,NA,NA,NA,NA,NA,NA,NA,NA,"ok, thank you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1634,NA,NA,NA,NA,NA,NA,NA,NA,"ugh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1635,NA,"you're welcome.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1636,NA,"are you stuck?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1637,NA,NA,NA,NA,NA,NA,NA,NA,"yes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1638,NA,NA,NA,NA,NA,NA,NA,NA,"whoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1639,NA,"I'll balance you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1640,NA,"how_about that?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1641,"*","open?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1642,"*","do you need help opening that?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1643,"*","are we all done with our tea party?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1644,NA,NA,NA,NA,NA,NA,NA,NA,"no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1645,"*","all done?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1646,NA,NA,NA,NA,NA,NA,NA,NA,"no, I like more.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1647,"*","oh are you doing to do some Botox shots on me?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:40:06.607",1648,"*","how_about my arm?","hold","l","arm","arm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1649,NA,NA,NA,NA,NA,NA,NA,NA,"I have sugar -- some sugar -- my sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,9,0
NA,NA,1650,NA,NA,NA,NA,NA,NA,NA,NA,"I put it at home.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,5,0
NA,NA,1651,NA,NA,NA,NA,NA,NA,NA,NA,"I got it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1652,NA,NA,NA,NA,NA,NA,NA,NA,"I did --",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1653,NA,NA,NA,NA,NA,NA,NA,NA,"I --",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1654,"*","whoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1655,NA,NA,NA,NA,NA,NA,NA,NA,"I put my sugar in a -- at home.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,9,0
NA,NA,1656,NA,NA,NA,NA,NA,NA,NA,NA,"I got to get it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,5,0
NA,NA,1657,NA,"you getting some sugar from home?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1658,NA,NA,NA,NA,NA,NA,NA,NA,"where top on this?",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1659,NA,NA,NA,NA,NA,NA,NA,NA,"on this.","point","r","top of sugar pot","top of sugar pot",NA,NA,NA,NA,NA,117,8,2,0
NA,"1904-01-01 00:40:31.599",1660,"*","how_about right here please.","palm","r","left arm","left arm","palm down, touch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1661,"*","I think I need a little right there.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:40:35.002",1662,"e",NA,NA,NA,NA,NA,NA,NA,"I need this too.","hold","r","tea pot lid","tea pot lid",NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1663,"e",NA,NA,NA,NA,NA,NA,NA,"then I -- I wipe it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,6,0
NA,NA,1664,"e",NA,NA,NA,NA,NA,NA,NA,"I did my sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1665,"e",NA,NA,NA,NA,NA,NA,NA,"I did my sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1666,"*","how_about my leg?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1667,"*","you want to poke my leg?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1668,"*","poke my leg.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1669,"*","poke.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1670,"*","poke.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1671,"*","whoa.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1672,"*","did you crash?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1673,"*","come on.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1674,"e",NA,NA,NA,NA,NA,NA,NA,"I need my sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1675,"*","oh, that was a big crash wasn't it?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1676,"e",NA,NA,NA,NA,NA,NA,NA,"this my sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1677,"*","you crashed.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1678,"*","you crashed.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1679,"*","ok, I'm going to change your diaper.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1680,"*","time to change your diapers.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1681,"*","time to change your diapers.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1682,NA,NA,NA,NA,NA,NA,NA,NA,"let me eat now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1683,NA,NA,NA,NA,NA,NA,NA,NA,"I got more sugar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1684,NA,"I'm changing Olivia-'s diaper and then I'm going to change your diaper, Laura.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1685,NA,NA,NA,NA,NA,NA,NA,NA,"and then mine and her.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,5,0
NA,NA,1686,NA,"yours -- first Olivia-'s, then yours.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1687,NA,NA,NA,NA,NA,NA,NA,NA,"oh my -- my milk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,5,0
NA,NA,1688,NA,NA,NA,NA,NA,NA,NA,NA,"oh no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1689,NA,NA,NA,NA,NA,NA,NA,NA,"oh no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1690,NA,NA,NA,NA,NA,NA,NA,NA,"the milk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1691,NA,NA,NA,NA,NA,NA,NA,NA,"the milk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1692,NA,NA,NA,NA,NA,NA,NA,NA,"the milk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1693,NA,NA,NA,NA,NA,NA,NA,NA,"the milk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1694,NA,NA,NA,NA,NA,NA,NA,NA,"the milk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1695,NA,NA,NA,NA,NA,NA,NA,NA,"the milk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1696,"*","poke, poke.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1697,"*","poke, poke.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1698,NA,"you know what?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1699,NA,"we never did find anybody to sit on that fourth spot.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1700,NA,"you suggested M+and+M guy.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1701,NA,"but I couldn't find him.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1702,NA,"why don't you find somebody else to sit there?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1703,NA,"maybe Emily?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1704,NA,NA,NA,NA,NA,NA,NA,NA,"maybe my baby.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1705,NA,"yes.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1706,NA,NA,NA,NA,NA,NA,NA,NA,"maybe my --",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1707,NA,"that would be nice.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1708,NA,NA,NA,NA,NA,NA,NA,NA,"maybe my doggie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,NA,1709,NA,"what are you --","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1710,NA,NA,NA,NA,NA,NA,NA,NA,"I have a doggie here.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,5,0
NA,NA,1711,NA,NA,NA,NA,NA,NA,NA,NA,"maybe my doggie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,3,0
NA,"1904-01-01 00:42:29.183",1712,NA,"how_about one of the dollies over there.","point","l","dolls","dolls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1713,NA,NA,NA,NA,NA,NA,NA,NA,"maybe my ### -- my doggie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,6,0
NA,NA,1714,NA,"maybe your doggie?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,"1904-01-01 00:42:34.822",1715,NA,NA,NA,NA,NA,NA,NA,NA,"my doggie.","nod","h",NA,"yes",NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1716,NA,NA,NA,NA,NA,NA,NA,NA,"where my -- my -- my Emily.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,7,0
NA,NA,1717,"*","look.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1718,"*","look.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1719,NA,NA,NA,NA,NA,NA,NA,NA,"Emily.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1720,"*","look.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1721,NA,NA,NA,NA,NA,NA,NA,NA,"let me put -- let me put your -- let me put your --",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,14,0
NA,NA,1722,"*","thank you.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1723,NA,NA,NA,NA,NA,NA,NA,NA,"guys.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1724,"e",NA,NA,NA,NA,NA,NA,NA,"let me take a picture of you now.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,8,0
NA,NA,1725,"e",NA,NA,NA,NA,NA,NA,NA,"no.","shake","h",NA,"no",NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1726,"e",NA,NA,NA,NA,NA,NA,NA,"cheese.",NA,NA,NA,NA,NA,NA,"e responds",NA,NA,117,8,1,0
NA,NA,1727,NA,NA,NA,NA,NA,NA,NA,NA,"now -- now yours.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,4,0
NA,NA,1728,NA,"ok, take my picture while I change your diaper please.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1729,NA,NA,NA,NA,NA,NA,NA,NA,"no.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,1,0
NA,NA,1730,NA,"oh thank you.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1731,"*",NA,NA,NA,NA,NA,NA,NA,"now you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,2,0
NA,NA,1732,NA,"that's the last picture.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1733,NA,"Then you're getting a new diaper.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1734,NA,"alright.","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1735,NA,"are you coming or am I getting you?","$",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1736,NA,"I guess I have to come and get you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1737,NA,"Laura, don't.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
NA,NA,1738,NA,"don't do that Laura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,8,0,0
